recipe_id,title,ingredients
406,برنج کاسه ای آذری,mt-chickenbreastmeat|mt-liquidoil|mt-salt|mt-saffron|mt-push|mt-carrot|mt-currypowder|mt-onion|mt-barberry|mt-pistachioslice|mt-rice|mt-cinnamon|mt-blackpepper|mt-saffron|mt-water|mt-liquidoil|mt-onion|mt-almondslice|mt-salt|mt-corianderseeds|mt-peas|mt-turmeric|mt-corn|mt-turmeric
407,دمی بلغور,mt-liquidoil|mt-onion|mt-salt|mt-wheatbulgur|mt-tomatopaste|mt-tomatoes|mt-blackpepper
408,پسته پلو با مرغ,mt-pistachio|mt-chickenmeat|mt-salt|mt-turmeric|mt-push|mt-cinnamon|mt-liquidoil|mt-blackpepper|mt-drieddill|mt-smellleaf|mt-rice|mt-onion|mt-saffron
409,پلو بادمجان با مرغ,mt-rice|mt-turmeric|mt-blackpepper|mt-eggplant|mt-onion|mt-saffron|mt-salt|mt-cinnamon|mt-push|mt-liquidoil|mt-chickenbreastmeat
410,پلو بریانی,mt-saffron|mt-blackpepper|mt-omanilemon(amani)|mt-cinnamon|mt-freshginger|mt-clove|mt-spicygreenpepper|mt-garlic|mt-salt|mt-turmeric|mt-mutton|mt-blackcumin|mt-yogurtabstract|mt-push|mt-onion|mt-currypowder|mt-mint|mt-coriander|mt-rice
411,پلو شوشتری,mt-cinnamon|mt-saffron|mt-rice|mt-digger|mt-salt|mt-cowpeabeans
412,پلو شوشتری با گوشت,mt-cowpeabeans|mt-salt|mt-turmeric|mt-blackpepper|mt-liquidoil|mt-onion|mt-saffron|mt-digger|mt-mincedmeat|mt-breadcrumbflour|mt-cinnamon|mt-rice
413,پلو شوشتری با مرغ,mt-cowpeabeans|mt-onion|mt-turmeric|mt-saffron|mt-digger|mt-cinnamon|mt-chickenbreastmeat|mt-push|mt-salt|mt-rice|mt-blackpepper
414,ته چین اسفناج با گوشت,mt-turmeric|mt-mincedmeat|mt-cinnamon|mt-onion|mt-breadcrumbflour|mt-blackpepper|mt-salt|mt-golab|mt-eggs|mt-blackcumin|mt-saffron|mt-liquidoil|mt-rice|mt-spinach|mt-yogurtabstract
415,کته زعفرانی,mt-liquidoil|mt-rice|mt-salt|mt-saffron|mt-water
416,سماق پلو با گوشت,mt-mincedmeat|mt-onion|mt-sumac|mt-blackpepper|mt-rice|mt-salt|mt-liquidoil|mt-turmeric|mt-breadcrumbflour
417,سیب پلو کرمانشاهی,mt-mincedmeat|mt-salt|mt-kermanshahioil|mt-potato|mt-blackpepper|mt-fryingoil|mt-water|mt-raisins|mt-turmeric|mt-digger|mt-dates|mt-onion|mt-rice|mt-saffron
418,شیر پلو تبریزی,mt-almondslice|mt-chickenbreastmeat|mt-golab|mt-cinnamon|mt-pistachioslice|mt-salt|mt-water|mt-onion|mt-raisins|mt-cowmilk|mt-korea|mt-push|mt-saffron|mt-rice|mt-blackpepper
419,شیرین پلو با مرغ,mt-water|mt-chickenbreastmeat|mt-barberry|mt-onion|mt-almondslice|mt-liquidoil|mt-push|mt-turmeric|mt-korea|mt-salt|mt-sugar|mt-rice|mt-orangepeel|mt-saffron|mt-pistachioslice|mt-blackpepper
420,قنبر پلو شیرازی,mt-salt|mt-walnut|mt-water|mt-raisins|mt-rice|mt-onion|mt-liquidoil|mt-grapejuice|mt-pomegranatepaste
421,قنبر پلو شیرازی با مرغ,mt-turmeric|mt-liquidoil|mt-onion|mt-salt|mt-saffron|mt-raisins|mt-datesyrup|mt-chickenmince|mt-blackpepper|mt-push|mt-rice|mt-pomegranatepaste|mt-walnut
422,قیمه نثار,mt-sugar|mt-pistachioslice|mt-tomatopaste|mt-blackpepper|mt-korea|mt-mutton|mt-turmeric|mt-salt|mt-cinnamon|mt-water|mt-liquidoil|mt-rice|mt-saffron|mt-push|mt-golab|mt-orangepeel|mt-barberry|mt-almondslice
423,کشمش پلو,mt-raisins|mt-korea|mt-saffron|mt-salt|mt-liquidoil|mt-water|mt-rice
424,طرز تهیه برنج آبکشی,mt-salt|mt-rice|mt-liquidoil
425,خورش ساق,mt-blackpepper|mt-turmeric|mt-breadcrumbflour|mt-cotyledons|mt-korea|mt-onion|mt-sourorangejuice|mt-chickenmince|mt-meatextract|mt-spinach|mt-riceflour|mt-salt|mt-coriander
426,اسلایس شَعریه,mt-water|mt-bakingpowder|mt-eggs|mt-push|mt-saffron|mt-sugar|mt-coconutpowder|mt-liquidoil|mt-milkformula|mt-it'spoetry.|mt-water|mt-lemonjuice
427,پاناکوتا,mt-gelatin|mt-sugar|mt-water|mt-gelpowder|mt-vanilla|mt-cowmilk|mt-cream
428,پودینگ برنج,mt-salt|mt-vanilla|mt-korea|mt-cream|mt-rice|mt-cowmilk|mt-sugar
429,پودینگ شکلاتی,mt-whiteflour|mt-cornstarch|mt-vanilla|mt-sugar|mt-cocoapowder|mt-cowmilk|mt-cream|mt-cocoachocolate
430,پودینگ موزی,mt-cowmilk|mt-saffron|mt-cornstarch|mt-vanilla|mt-golab|mt-banana|mt-cocoapowder|mt-sugar
431,تیرامیسو,mt-nescafepowder|mt-sugarpowder|mt-plainbiscuits|mt-cream|mt-mascarponecheese|mt-water
432,توپک پنیری,mt-doughbread|mt-cheese(creamcheese)|mt-yogurt|mt-bakingpowder|mt-cowmilk|mt-water|mt-concentratedhoneymilk|mt-it'spoetry.|mt-milkformula|mt-sugar|mt-liquidoil|mt-whiteflour|mt-liquidoil
433,توپک شَعریه,mt-concentratedhoneymilk|mt-it'spoetry.|mt-korea|mt-milkformula
434,توپک کنجدی,mt-honey|mt-sesame|mt-korea|mt-grapejuice
435,حلوا شیر خشک عربی,mt-sugar|mt-milkformula|mt-water|mt-saffron|mt-whiteflour|mt-liquidoil|mt-cornstarch
436,حلوا شَعریه,mt-concentratedhoneymilk|mt-push|mt-saffron|mt-it'spoetry.|mt-korea
437,دسر ایرانه,mt-golab|mt-sugar|mt-cowmilk|mt-gelatin|mt-water|mt-saffron|mt-cream
438,دسر شانامو,mt-gelpowder|mt-icecream|mt-concentratedhoneymilk|mt-gelatin|mt-cream|mt-mascarponecheese
439,دسر شَعریه با شیر,mt-golab|mt-it'spoetry.|mt-concentratedhoneymilk|mt-saffron|mt-cornstarch|mt-water|mt-cowmilk|mt-korea|mt-push|mt-cream
440,دسر عربی,mt-sugar|mt-plainbiscuits|mt-cowmilk|mt-nescafepowder|mt-gelatin|mt-cream|mt-caramelcream
441,سالاد باقلا سبز مصر,mt-garlic|mt-digger|mt-bean|mt-oliveoil|mt-salt|mt-fatacheese|mt-lemonjuice|mt-blackpepper
442,سالاد پرچم,mt-onion|mt-blackpepper|mt-tomatoes|mt-thyme|mt-grapevinegar|mt-bellpepper|mt-oliveoil|mt-salt|mt-savory
443,سالاد رنگین کمان,mt-bellpepper|mt-lemonjuice|mt-mint|mt-greencucumber|mt-jafari|mt-olive|mt-blackpepper|mt-tomatoes|mt-oliveoil|mt-salt
444,سالاد فتوش,mt-sumac|mt-lemonjuice|mt-greenpepper|mt-radish|mt-tomatoes|mt-lettuce|mt-pitabread|mt-jafari|mt-oliveoil|mt-scallion|mt-pomegranatepaste
445,سالاد لوبیا سبز,mt-greenbeans|mt-onion|mt-jafari|mt-carrot|mt-mayonnaise
446,سالاد اندونزی,mt-pickles|mt-whitecabbage|mt-ham|mt-mayonnaise|mt-lemonjuice|mt-corn|mt-peas|mt-carrot|mt-redcabbageleaves
447,دسر ایرمیک,mt-toast|mt-cocoachocolate|mt-cowmilk|mt-semolinaflour|mt-saffron|mt-cornstarch|mt-sugar|mt-cream|mt-whiteflour|mt-water
448,دسر شیر موز,mt-banana|mt-sugar|mt-gelatin|mt-vanilla|mt-fullfatcow'smilk|mt-saffron|mt-cream|mt-water
449,برانی کدو,mt-onion|mt-potato|mt-liquidoil|mt-blackpepper|mt-greensquash|mt-garlic|mt-sourgrapejuice|mt-salt|mt-turmeric|mt-tomatoes
450,دالگونا,mt-nescafepowder|mt-sugar|mt-cowmilk|mt-water
451,ته چین مرغ,mt-rice|mt-yogurtabstract|mt-turmeric|mt-barberry|mt-almondslice|mt-blackpepper|mt-salt|mt-push|mt-onion|mt-saffron|mt-water|mt-eggs|mt-chickenbreastmeat|mt-pistachioslice|mt-liquidoil|mt-golab
452,پیتزا کالزون مرغ,mt-nigellasativa|mt-blackpepper|mt-garlic|mt-Dough|mt-bellpepper|mt-chickenmeat|mt-salt|mt-oliveoil|mt-ketchup|mt-thyme|mt-cream|mt-mushrooms|mt-eggs|mt-fullfatcow'smilk
453,سس محمره,mt-tomatoes|mt-garlic|mt-paprika|mt-bellpepper|mt-salt|mt-blackpepper
454,پیتزا تندوری,mt-cheese(processcheese)|mt-mushrooms|mt-bellpepper|mt-turmeric|mt-garlic|mt-grahammasala|mt-blackcumin|mt-paprika|mt-liquidoil|mt-blackpepper|mt-Dough|mt-ketchup|mt-oliveoil|mt-driedmint|mt-freshginger|mt-chickenmeat|mt-salt|mt-blackpepper|mt-liquidoil|mt-yogurt
455,خوراک گردن با پیاز کاراملی,mt-liquidoil|mt-blackpepper|mt-saffron|mt-salt|mt-garlic|mt-onion|mt-mutton
456,خورش بامیه,mt-okra|mt-mutton|mt-salt|mt-indiansour|mt-blackpepper|mt-garlic|mt-tomatopaste|mt-onion|mt-turmeric
457,خورش دال عدس,mt-onion|mt-dahllentils|mt-liquidoil|mt-blackcumin|mt-potato|mt-tomatoes|mt-blackpepper|mt-turmeric|mt-redpepper|mt-tomatopaste|mt-garlic|mt-omanilemon(amani)|mt-salt
458,خورش فسنجان بادام با مرغ,mt-saffron|mt-pomegranatepaste|mt-sugar|mt-chickenbreastmeat|mt-salt|mt-almond|mt-onion|mt-turmeric|mt-blackpepper|mt-liquidoil
459,کشمش پلو با گوشت,mt-water|mt-salt|mt-mincedmeat|mt-rice|mt-blackpepper|mt-breadcrumbflour|mt-raisins|mt-liquidoil|mt-onion|mt-saffron|mt-turmeric|mt-korea|mt-salt
460,خورش کلم,mt-salt|mt-currypowder|mt-liquidoil|mt-tomatopaste|mt-water|mt-cinnamon|mt-beef|mt-onion|mt-blackpepper|mt-lunarcabbage|mt-sourgrapejuice|mt-turmeric|mt-plum|mt-gingerpowder
461,فسنجان پسته,mt-turmeric|mt-whiteflour|mt-chickenmeat|mt-water|mt-sugar|mt-liquidoil|mt-salt|mt-onion|mt-pistachio|mt-pomegranatepaste
462,خورش فسنجان فندق با گوشت قلقلی,mt-saffron|mt-turmeric|mt-pomegranatepaste|mt-sugar|mt-liquidoil|mt-blackpepper|mt-chickpeaflour|mt-onion|mt-hazelnut|mt-salt|mt-mincedmeat|mt-onion
463,خورش فسنجان فندق با مرغ,mt-turmeric|mt-chickenbreastmeat|mt-saffron|mt-salt|mt-pomegranatepaste|mt-onion|mt-hazelnut|mt-blackpepper|mt-sugar|mt-liquidoil
464,کشمش پلو با مرغ زعفرانی,mt-korea|mt-saffron|mt-liquidoil|mt-push|mt-chickenmeat|mt-rice|mt-onion|mt-raisins|mt-smellleaf|mt-salt|mt-salt|mt-turmeric|mt-saffron|mt-cinnamon|mt-blackpepper|mt-water
465,کلم پلو,mt-salt|mt-blackpepper|mt-onion|mt-liquidoil|mt-turmeric|mt-rice|mt-omanilemon(amani)|mt-peloispice|mt-lunarcabbage
466,کلم پلو با گوشت,mt-blackpepper|mt-lunarcabbage|mt-liquidoil|mt-liquidoil|mt-water|mt-blackpepper|mt-onion|mt-turmeric|mt-omanilemon(amani)|mt-salt|mt-breadcrumbflour|mt-mincedmeat|mt-onion|mt-rice|mt-salt|mt-turmeric|mt-peloispice
467,کلم پلو با مرغ,mt-push|mt-salt|mt-onion|mt-omanilemon(amani)|mt-turmeric|mt-lunarcabbage|mt-turmeric|mt-salt|mt-onion|mt-liquidoil|mt-water|mt-saffron|mt-rice|mt-peloispice|mt-blackpepper|mt-blackpepper|mt-chickenmince
468,لخلاخ بوشهری,mt-blackpepper|mt-onion|mt-salt|mt-whiteflour|mt-digger|mt-liquidoil|mt-blackpepper|mt-garlic|mt-omanilemon(amani)|mt-turmeric|mt-fishfillet|mt-liquidoil|mt-rice|mt-turmeric|mt-salt|mt-roundlemon
469,مگشت پلو,mt-fenugreek|mt-peloispice|mt-coriander|mt-liquidoil|mt-redpepper|mt-hotonions|mt-digger|mt-raisins|mt-blackpepper|mt-onion|mt-salt|mt-rice|mt-currypowder|mt-cannedtuna
470,میگو پلو,mt-onion|mt-saffron|mt-salt|mt-rice|mt-turmeric|mt-shrimp|mt-blackpepper|mt-roundlemon|mt-raisins|mt-liquidoil|mt-cinnamon
471,هویج پلو,mt-rice|mt-sugar|mt-carrot|mt-saffron|mt-liquidoil|mt-golab|mt-push|mt-almondslice|mt-korea|mt-raisins|mt-pistachioslice
472,هویج پلو با گوشت,mt-rice|mt-breadcrumbflour|mt-turmeric|mt-carrot|mt-sugar|mt-blackpepper|mt-salt|mt-liquidoil|mt-push|mt-blackpepper|mt-onion|mt-saffron|mt-mincedmeat|mt-raisins|mt-almondslice|mt-salt|mt-liquidoil|mt-korea|mt-turmeric|mt-pistachioslice|mt-golab
473,هویج پلو با مرغ,mt-turmeric|mt-rice|mt-chickenbreastmeat|mt-pistachioslice|mt-push|mt-salt|mt-push|mt-saffron|mt-salt|mt-blackpepper|mt-carrot|mt-turmeric|mt-almondslice|mt-sugar|mt-korea|mt-liquidoil|mt-liquidoil|mt-blackpepper|mt-onion|mt-raisins|mt-golab
474,پلو میگو و نخود سبز,mt-turmeric|mt-salt|mt-water|mt-garlic|mt-shrimp|mt-onion|mt-greenpepper|mt-blackpepper|mt-liquidoil|mt-grahammasala|mt-greenpeas|mt-redpepper|mt-rice
475,برانی لوبیاسبز,mt-gravy.|mt-cinnamon|mt-driedparsley|mt-driedmint|mt-greenbeans|mt-tomatopaste|mt-onion|mt-blackpepper|mt-rice|mt-water|mt-salt|mt-liquidoil|mt-cotyledons
476,لوبیا پلو یزد,mt-onion|mt-water|mt-turmeric|mt-pintobeans|mt-cinnamon|mt-liquidoil|mt-rice|mt-blackpepper|mt-beef|mt-salt|mt-blackcumin
477,شله بریان زیره,mt-saffron|mt-blackcumin|mt-liquidoil|mt-turmeric|mt-blackpepper|mt-water|mt-halfgrainrice|mt-salt|mt-onion|mt-beef
478,برنج کنگری,mt-rice|mt-artichoke|mt-salt|mt-water
479,برانی پلو,mt-walnut|mt-sugar|mt-salt|mt-water|mt-squash|mt-cinnamon|mt-korea|mt-rice|mt-cowmilk
480,قلیه ماهی,mt-garlic|mt-indiansour|mt-coriander|mt-corianderseeds|mt-turmeric|mt-whiteflour|mt-salt|mt-spicygreenpepper|mt-onion|mt-fenugreek|mt-driedfenugreek|mt-fishfillet|mt-tomatopaste
481,قلیه میگو,mt-corianderseeds|mt-onion|mt-whiteflour|mt-indiansour|mt-tomatopaste|mt-salt|mt-shrimp|mt-driedfenugreek|mt-garlic|mt-turmeric|mt-coriander|mt-blackpepper|mt-spicygreenpepper|mt-fenugreek
482,خورش قیمه بادمجان با گوشت قلقلی,mt-omanilemon(amani)|mt-turmeric|mt-liquidoil|mt-mincedmeat|mt-tomatopaste|mt-blackpepper|mt-chickpeaflour|mt-salt|mt-cinnamon|mt-eggplant|mt-turmeric|mt-cotyledons|mt-onion|mt-saffron|mt-salt|mt-onion|mt-blackpepper
483,خورش فاصولیه,mt-tomatopaste|mt-salt|mt-turmeric|mt-driedfenugreek|mt-whitebeans|mt-onion|mt-blackpepper|mt-mutton|mt-liquidoil
484,خورش کاری میگو,mt-tomatopaste|mt-turmeric|mt-salt|mt-currypowder|mt-liquidoil|mt-blackcumin|mt-fullfatyogurt|mt-corianderseeds|mt-paprika|mt-gingerpowder|mt-onion|mt-garlic|mt-shrimp
485,خورش کرفس,mt-liquidoil|mt-salt|mt-mint|mt-jafari|mt-tomatopaste|mt-blackpepper|mt-celery|mt-sourorangejuice|mt-mutton|mt-turmeric|mt-celery
486,خورش گل کلم با گوشت,mt-paprika|mt-mutton|mt-mint|mt-tomatopaste|mt-sourorangejuice|mt-salt|mt-cauliflower|mt-saffron|mt-blackpepper|mt-jafari|mt-onion|mt-cinnamon|mt-digger
487,خورش آلو اسفناج,mt-turmeric|mt-garlic|mt-salt|mt-liquidoil|mt-pomegranatepaste|mt-onion|mt-mutton|mt-torre|mt-spinach|mt-blackpepper|mt-jafari|mt-plumbukhara
488,خورش داوود پاشا,mt-pomegranatepaste|mt-salt|mt-chickpeaflour|mt-salt|mt-driedmint|mt-onion|mt-onion|mt-mincedmeat|mt-turmeric|mt-whiteflour|mt-liquidoil|mt-blackpepper
489,شکلات باونتی,mt-liquidoil|mt-hazelnut|mt-cocoachocolate|mt-coconutpowder|mt-concentratedhoneymilk
490,سینی مرغ و سیب‌زمینی,mt-lemonjuice|mt-onion|mt-paprika|mt-chickenmeat|mt-vinegar|mt-yogurt|mt-potato|mt-salt|mt-blackpepper|mt-turmeric|mt-grahammasala|mt-thyme|mt-redpepper|mt-garlic|mt-oliveoil
491,کرپ,mt-eggs|mt-whiteflour|mt-korea|mt-vanilla|mt-cowmilk
492,خورش مرغ کره ای هندی,mt-yogurt|mt-tomatopaste|mt-coriander|mt-driedfenugreek|mt-chickenbreastmeat|mt-blackcumin|mt-freshginger|mt-garlic|mt-corianderseeds|mt-redpepper|mt-cream|mt-grahammasala|mt-onion|mt-salt|mt-turmeric
493,قیمه ریزه سیب زمینی,mt-water|mt-salt|mt-blackpepper|mt-onion|mt-tomatoes|mt-onion|mt-mincedmeat|mt-salt|mt-liquidoil|mt-potato|mt-blackpepper
494,نوشیدنی چیا,mt-water|mt-cowmilk|mt-Chia-Seeds|mt-cream|mt-golab|mt-honey
495,سالاد رژیمی,mt-paprika|mt-lemon|mt-corn|mt-oliveoil|mt-redbeans|mt-cherrytomato|mt-scallion|mt-lemonjuice|mt-jafari|mt-salt|mt-garlic|mt-onion|mt-garlicpowder|mt-yogurt|mt-salt|mt-blackpepper|mt-lettuce|mt-chickenbreastmeat
496,حُمص,mt-oliveoil|mt-garlic|mt-water|mt-blackpepper|mt-yogurt|mt-pea|mt-lemonjuice|mt-ardeh|mt-salt
497,پلو مرغ کانتون,mt-carrot|mt-ketchup|mt-bellpepper|mt-blackpepper|mt-rice|mt-salt|mt-chickenbreastmeat|mt-corianderseeds|mt-paprika|mt-vinegar|mt-soysauce|mt-cornstarch|mt-garlic|mt-water|mt-onion
498,سالاد مرغ,mt-cream|mt-redpepper|mt-lemon|mt-onion|mt-almondslice|mt-celery|mt-salt|mt-raisins|mt-chickenbreastmeat
499,خورش قورمه سبزی,mt-salt|mt-blackpepper|mt-omanilemon(amani)|mt-turmeric|mt-omanilemon(amani)|mt-mutton|mt-onion|mt-redbeans|mt-sabzighormeh
500,روکر موز,mt-walnut|mt-cornstarch|mt-vanilla|mt-cream|mt-water|mt-gelatin|mt-sugar|mt-banana|mt-water|mt-mascarponecheese|mt-gelpowder|mt-eggs|mt-liquidoil|mt-plainbiscuits|mt-cowmilk
501,خورش مرغ مسلم,mt-garlic|mt-liquidoil|mt-blackpepper|mt-chickenbreastmeat|mt-corianderseeds|mt-freshginger|mt-clove|mt-onion|mt-blackcumin|mt-tomatoes|mt-push|mt-turmeric|mt-salt|mt-cinnamon
502,خورش قیمه سیب زمینی (بدون گوشت),mt-cotyledons|mt-liquidoil|mt-push|mt-blackpepper|mt-onion|mt-tomatopaste|mt-omanilemon(amani)|mt-saffron|mt-golab|mt-potato|mt-salt|mt-cinnamon|mt-turmeric
503,شیر شکلات,mt-cream|mt-cowmilk|mt-cinnamon|mt-cocoachocolate|mt-sesame
504,مرغ ترش مازندران,mt-walnut|mt-chickenbreastmeat|mt-pomegranatepaste|mt-oreganoororegano|mt-blackpepper|mt-turmeric|mt-onion|mt-corianderseeds|mt-salt|mt-jafari
505,خورش مرغ در سس قرمز,mt-liquidoil|mt-blackcumin|mt-lemon|mt-garlic|mt-bellpepper|mt-turmeric|mt-freshginger|mt-corianderseeds|mt-blackpepper|mt-salt|mt-spicygreenpepper|mt-onion|mt-chickenmeat
506,خورش مرغ شاه جهانی,mt-blackcumin|mt-chickenbreastmeat|mt-yogurt|mt-onion|mt-salt|mt-raisins|mt-almond|mt-gingerpowder|mt-blackpepper|mt-saffron|mt-smellleaf|mt-clove|mt-cinnamon|mt-garlic|mt-cream|mt-push|mt-liquidoil
507,خورش فسنجان بادام با گوشت,mt-sugar|mt-onion|mt-pomegranatepaste|mt-liquidoil|mt-almond|mt-salt|mt-onion|mt-turmeric|mt-blackpepper|mt-mincedmeat|mt-chickpeaflour|mt-saffron
508,خورش فسنجان گردو با گوشت قلقلی,mt-walnut|mt-onion|mt-blackpepper|mt-onion|mt-salt|mt-turmeric|mt-sugar|mt-pomegranatepaste|mt-liquidoil|mt-chickpeaflour|mt-saffron|mt-mincedmeat
509,خورش فسنجان گردو با مرغ,mt-turmeric|mt-onion|mt-blackpepper|mt-salt|mt-liquidoil|mt-sugar|mt-chickenbreastmeat|mt-pomegranatepaste|mt-walnut
510,خورش مسما بادمجان,mt-saffron|mt-chickenbreastmeat|mt-onion|mt-turmeric|mt-tomatoes|mt-ghoreh|mt-eggplant|mt-salt|mt-tomatopaste|mt-blackpepper|mt-sourgrapejuice|mt-liquidoil
511,خورش هویج با گوشت,mt-sourorangejuice|mt-turmeric|mt-mutton|mt-tomatopaste|mt-liquidoil|mt-saffron|mt-plum|mt-blackpepper|mt-onion|mt-carrot|mt-salt
512,خورش نازخاتون,mt-mint|mt-salt|mt-liquidoil|mt-turmeric|mt-eggplant|mt-onion|mt-mutton|mt-blackpepper|mt-sourgrapejuice|mt-jafari
513,خورش به اصفهان,mt-onion|mt-beef|mt-sugar|mt-liquidoil|mt-plum|mt-water|mt-turmeric|mt-salt|mt-lemonjuice|mt-blackpepper|mt-to|mt-tomatopaste
514,بادمجان شکم پر ایتالیا,mt-tomatoes|mt-salt|mt-onion|mt-eggplant|mt-mozzarellacheese|mt-aromaticherbs|mt-mushrooms|mt-blackpepper|mt-jafari|mt-thyme|mt-garlic|mt-liquidoil
515,کتلت کینوا,mt-salt|mt-blackcumin|mt-eggs|mt-quinoa|mt-carrot|mt-water|mt-liquidoil|mt-jafari|mt-scallion|mt-chickpeaflour|mt-blackpepper|mt-turmeric
516,بسبوسه,mt-cheese|mt-sugar|mt-sugar|mt-cream|mt-semolinaflour|mt-golab|mt-sugar|mt-bakingpowder|mt-yogurt|mt-coconutpowder|mt-starch|mt-vanilla|mt-lemonjuice|mt-liquidoil|mt-cowmilk|mt-water|mt-eggs
517,ماهی انگشتی,mt-gingerpowder|mt-chilipepper|mt-chickenextract|mt-cornstarch|mt-garlic|mt-whiteflour|mt-bakingpowder|mt-salt|mt-blackpepper|mt-fishfillet|mt-scallion
518,چای با دارچین,mt-blacktea|mt-cinnamon|mt-water
519,بریانی سندی,mt-salt|mt-blackcumin|mt-mutton|mt-chilipepper|mt-push|mt-korea|mt-onion|mt-rice|mt-cowmilk|mt-corianderseeds|mt-turmeric|mt-coriander|mt-golab|mt-smellleaf|mt-almondslice|mt-driedmint|mt-gingerpowder|mt-raisins|mt-blackpepper|mt-cinnamon|mt-clove|mt-onion|mt-yogurt|mt-garlic|mt-saffron|mt-paprika
520,توله سرخ‌شده,mt-turmeric|mt-onion|mt-salt|mt-nardon|mt-water|mt-Cub-Sabzi|mt-blackpepper|mt-liquidoil
521,دوغ بَرَک,mt-salt|mt-whiteflour|mt-dough|mt-liquidoil|mt-turmeric|mt-blackpepper
522,تاوا کباب,mt-liquidoil|mt-salt|mt-blackpepper|mt-saffron|mt-tomatoes|mt-onion|mt-mincedmeat|mt-tomatopaste
523,خورش کنگر آذربایجان شرقی,mt-lemonjuice|mt-turmeric|mt-saffron|mt-artichoke|mt-water|mt-blackpepper|mt-onion|mt-tomatopaste|mt-liquidoil|mt-beef|mt-salt
524,چای با هل,mt-push|mt-water|mt-blacktea
525,میگو پلو خوزستانی,mt-liquidoil|mt-blackpepper|mt-rice|mt-water|mt-salt|mt-gingerpowder|mt-drieddill|mt-paprika|mt-shrimp|mt-saffron|mt-onion|mt-garlicpowder
526,کوفته قیمه ریزه,mt-blackpepper|mt-salt|mt-salt|mt-turmeric|mt-mincedmeat|mt-turmeric|mt-onion|mt-onion|mt-blackpepper|mt-chickpeaflour|mt-liquidoil|mt-water|mt-driedmint|mt-driedfenugreek|mt-tomatopaste
527,شربت آلو بخارا,mt-water|mt-plumbukhara|mt-sugar
528,لوبیا پلو تهران,mt-onion|mt-mincedmeat|mt-cinnamon|mt-greenbeans|mt-blackpepper|mt-salt|mt-omanilemon(amani)|mt-liquidoil|mt-rice|mt-tomatopaste|mt-water
529,چیزکیک توت‌فرنگی,mt-whiteflour|mt-essentialoil|mt-sugarpowder|mt-gelatin|mt-sugar|mt-cream|mt-cowmilk|mt-cocoapowder|mt-vanilla|mt-liquidoil|mt-Strawberry|mt-cowmilk|mt-bakingpowder|mt-gelpowder|mt-mascarponecheese|mt-eggs
530,کشک و خیار,mt-walnut|mt-raisins|mt-greencucumber|mt-whey|mt-basil|mt-water|mt-onion|mt-blackcumin|mt-driedmint
531,کباب کافتا,mt-liquidoil|mt-blackpepper|mt-mincedmeat|mt-salt|mt-onion|mt-jafari
532,خورش خلال بادام,mt-cinnamon|mt-saffron|mt-turmeric|mt-liquidoil|mt-mutton|mt-salt|mt-almondslice|mt-barberry|mt-golab|mt-push|mt-omanilemon(amani)|mt-onion|mt-blackpepper|mt-korea|mt-tomatopaste
533,فرنی گلاب,mt-cowmilk|mt-cream|mt-riceflour|mt-golab|mt-sugar
534,پیچاق قیمه,mt-liquidoil|mt-almondslice|mt-salt|mt-turmeric|mt-water|mt-hotonions|mt-onion|mt-beef|mt-tomatopaste|mt-sourgrapejuice|mt-blackpepper
535,خورش هویج با مرغ,mt-chickenbreastmeat|mt-saffron|mt-tomatopaste|mt-plum|mt-sourorangejuice|mt-turmeric|mt-carrot|mt-blackpepper|mt-onion|mt-liquidoil|mt-salt
536,مرغ آلفردو با کلم بروکسل,mt-liquidoil|mt-salt|mt-chickenbreastmeat|mt-blackpepper|mt-cornstarch|mt-cowmilk|mt-mozzarellacheese|mt-brusselscabbage|mt-garlic
537,دمنوش زعفران,mt-saffron|mt-water
538,سالاد ماکارونی مکزیکی,mt-mayonnaise|mt-bellpepper|mt-lemon|mt-salt|mt-pitabread|mt-onion|mt-pasta|mt-blackpepper|mt-oliveoil|mt-yogurt|mt-garlic|mt-aromaticherbs|mt-greenpepper|mt-tomatoes|mt-corn
539,سالاد ماکارونی ایتالیایی,mt-jafari|mt-olive|mt-oliveoil|mt-celery|mt-onion|mt-blackpepper|mt-salt|mt-cream|mt-formipasta|mt-greenpepper|mt-vinegar
540,کشک بلوچی,mt-onion|mt-whey|mt-liquidoil|mt-driedmint|mt-salt|mt-turmeric|mt-water
541,مکش (دمپختک),mt-raisins|mt-blackcumin|mt-liquidoil|mt-beef|mt-onion|mt-water|mt-salt|mt-tomatoes|mt-blackpepper|mt-rice|mt-plum|mt-turmeric
542,پنیر برشته,mt-salt|mt-eggs|mt-blackpepper|mt-korea|mt-digger|mt-cheese
543,ماهی کره‌ای,mt-salt|mt-salmon|mt-liquidoil|mt-blackpepper|mt-jafari|mt-lemon|mt-korea|mt-breadcrumbflour
544,جوجه با استخوان تندوری با سس نعناع,mt-freshginger|mt-salt|mt-grahammasala|mt-tomatopaste|mt-blackpepper|mt-yogurt|mt-chickenmeat|mt-yogurt|mt-blackpepper|mt-coriander|mt-garlic|mt-oliveoil|mt-onion|mt-turmeric|mt-tandoorispice|mt-corianderseeds|mt-blackcumin|mt-mint|mt-paprika|mt-salt
